,Product_code,Product_name,Rating,number_of_reveiws,Price,Images,Link,Reveiw Link,Avg_rev_rating,rev_rat_dist,rev_tone_dist
143,B08TQQ4ZHM,"Lenovo IdeaPad Slim 3 Intel Celeron N4020 15.6"" (39.62cms) HD Thin and Light Laptop (4GB/256GB SSD/Windows 10/Platinum Grey/1.7Kg), 81WQ003LIN  ",4.1,419,"₹23,999",https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-IdeaPad-39-62cms-Platinum-81WQ003LIN/dp/B08TQQ4ZHM/ref=sr_1_232?keywords=laptop&qid=1636205460&sr=8-232,https://www.amazon.in/Lenovo-IdeaPad-39-62cms-Platinum-81WQ003LIN/product-reviews/B08TQQ4ZHM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.68,42 17 14 5 16,18 63 13
144,B09C8RD7BM,"ASUS VivoBook 14 Intel Core i3-10110U 10th Gen 14-inch FHD Compact and Light Laptop (4GB RAM/1TB HDD/Windows 10/Integrated Graphics/Slate Grey/1.60 kg), X409FA-EK617T  ",2.8,7,"₹34,490",https://m.media-amazon.com/images/I/71+cBm-j0TL._AC_UY218_.jpg,https://www.amazon.in/ASUS-VivoBook-i3-10110U-Integrated-X409FA-EK617T/dp/B09C8RD7BM/ref=sr_1_233?keywords=laptop&qid=1636205460&sr=8-233,https://www.amazon.in/ASUS-VivoBook-i3-10110U-Integrated-X409FA-EK617T/product-reviews/B09C8RD7BM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
145,B098F7RXYR,"ASUS VivoBook K15 OLED, Intel Core i5-1135G7 11th Gen, 15.6-inch (39.62 cm) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Office 2019/Windows 10/Iris Xe Graphics/Black/1.8 Kg), K513EA-L512TS  ",3.9,35,"₹67,990",https://m.media-amazon.com/images/I/81-SDed0wzL._AC_UY218_.jpg,https://www.amazon.in/ASUS-VivoBook-i5-1135G7-15-6-inch-K513EA-L512TS/dp/B098F7RXYR/ref=sr_1_237?keywords=laptop&qid=1636205460&sr=8-237,https://www.amazon.in/ASUS-VivoBook-i5-1135G7-15-6-inch-K513EA-L512TS/product-reviews/B098F7RXYR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.73,10 9 2 5,23 3
146,B09F3PKJ3K,"Dell 14 (2021) i5-11300H, 16GB, 512GB SSD, Integrated Graphics, Win 10 + MS Office, 14.0"" (35.56 cms) FHD Display, Backlit KB + FPR, Silver (Inspiron 5418, D560598WIN9S)  ",4.5,8,"₹68,990",https://m.media-amazon.com/images/I/51jCX2Sy0iL._AC_UY218_.jpg,https://www.amazon.in/Dell-i5-11300H-Integrated-5418-D560598WIN9S/dp/B09F3PKJ3K/ref=sr_1_238?keywords=laptop&qid=1636205460&sr=8-238,https://www.amazon.in/Dell-i5-11300H-Integrated-5418-D560598WIN9S/product-reviews/B09F3PKJ3K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
147,B096VHX239,"ASUS TUF Gaming F15 (2021), 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-11400H 11th Gen, GeForce RTX 3060 6GB Graphics, Gaming Laptop(16GB/512GB SSDWindows 10/Gray/2.3 Kg), FX566HM-HN104T  ",3.9,9,"₹1,04,990",https://m.media-amazon.com/images/I/91aWfctUptL._AC_UY218_.jpg,https://www.amazon.in/ASUS-15-6-inch-GeForce-RTX-3060-SSDWindows-FX566HM-HN104T/dp/B096VHX239/ref=sr_1_239?keywords=laptop&qid=1636205460&sr=8-239,https://www.amazon.in/ASUS-15-6-inch-GeForce-RTX-3060-SSDWindows-FX566HM-HN104T/product-reviews/B096VHX239/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
148,B09GB5Q69L,"Lenovo ThinkBook 13s Intel 11th Gen Core i5 13.3""(33.78 cm) WQXGA IPS 300 nits 100% sRGB Dolby Vision Thin and Light Laptop (16GB/512GB SSD/Windows 10/MS Office/FPR/Mineral Grey/1.26 Kg), 20V9A05HIH  ",4.4,19,"₹70,990",https://m.media-amazon.com/images/I/61WfIWZQMWL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-ThinkBook-Windows-Mineral-20V9A05HIH/dp/B09GB5Q69L/ref=sr_1_240?keywords=laptop&qid=1636205460&sr=8-240,https://www.amazon.in/Lenovo-ThinkBook-Windows-Mineral-20V9A05HIH/product-reviews/B09GB5Q69L/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
149,B099ZHBLMD,"Acer Aspire 5 11th Gen 15.6"" (39.6cms) Full HD IPS Thin and Light Laptop (Intel Core i5-1135G7/8GB RAM/256GB SSD+1TB HDD/W10HS/Silver/MSO), A515-56  ",3.8,4,"₹54,990",https://m.media-amazon.com/images/I/71WbatK7HVL._AC_UY218_.jpg,https://www.amazon.in/Acer-Aspire-39-6cms-i5-1135G7-A515-56/dp/B099ZHBLMD/ref=sr_1_241?keywords=laptop&qid=1636205460&sr=8-241,https://www.amazon.in/Acer-Aspire-39-6cms-i5-1135G7-A515-56/product-reviews/B099ZHBLMD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
150,B08WHML7F1,"HP 15 11th Gen Intel Core i3 Processor 15.6 inches FHD Laptop with Alexa Built-in (8GB/512GB SSD/Windows 10/MS Office/Jet Black/1.69 Kg), 15s-fq2072TU  ",3.3,39,"₹45,999",https://m.media-amazon.com/images/I/61B9Y6Vk8OL._AC_UY218_.jpg,https://www.amazon.in/HP-Processor-15-6-inch-Laptop-15s-fq2072TU/dp/B08WHML7F1/ref=sr_1_243?keywords=laptop&qid=1636205465&sr=8-243,https://www.amazon.in/HP-Processor-15-6-inch-Laptop-15s-fq2072TU/product-reviews/B08WHML7F1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2.27,2 1 1 1 6,3 6 2
151,B093L9SYZP,"MSI GF75 Thin, Intel i5-10500H, 17.3"" (43.9 cm) FHD IPS-Level 144Hz Panel Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Nvidia GTX1650 4GB GDDR6/Black/2.2Kg), 10SCXR-655IN  ",4.2,56,"₹68,990",https://m.media-amazon.com/images/I/81DR+J7JxkL._AC_UY218_.jpg,https://www.amazon.in/MSI-i5-10500H-IPS-Level-Windows-10SCXR-655IN/dp/B093L9SYZP/ref=sr_1_246?keywords=laptop&qid=1636205465&sr=8-246,https://www.amazon.in/MSI-i5-10500H-IPS-Level-Windows-10SCXR-655IN/product-reviews/B093L9SYZP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.43,22 3 2 2 1,2 25 3
152,B095S8HPMY,"Dell Inspiron 7415 35.56 cm (14"")FHD Touch Display 2in1 Laptop (R5 5500U / 8GB / 512GB SSD / Integrated Graphics / Win 10 + MSO / Backlit KB + FPR + Active Pen /Pebble Metal Color) D560470WIN9P  ",4.2,98,"₹71,749",https://m.media-amazon.com/images/I/514FlU4YKBS._AC_UY218_.jpg,https://www.amazon.in/Dell-Inspiron-7415-Integrated-D560470WIN9P/dp/B095S8HPMY/ref=sr_1_250?keywords=laptop&qid=1636205465&sr=8-250,https://www.amazon.in/Dell-Inspiron-7415-Integrated-D560470WIN9P/product-reviews/B095S8HPMY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.42,16 9 2 2 11,5 25 10
153,B08PV3L6WR,"Lenovo IdeaPad Slim 3 10th Gen Intel Core i5 15.6"" (39.62cms) FHD IPS Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Fingerprint Reader/2 Year Warranty/Platinum Grey/1.85Kg), 81WE018TIN  ",4.3,189,"₹71,749",https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-39-62cms-Fingerprint-Platinum-81WE018TIN/dp/B08PV3L6WR/ref=sr_1_253?keywords=laptop&qid=1636205465&sr=8-253,https://www.amazon.in/Lenovo-39-62cms-Fingerprint-Platinum-81WE018TIN/product-reviews/B08PV3L6WR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.98,22 17 3 1 6,9 33 7
154,B0972R7ZK2,"Lenovo V15 AMD 39.62 cm (15.6-inch) FHD Thin and Light Laptop (AMD Athlon Gold 3150U/ 4GB RAM/ 1TB HDD/ Dos /Integrated AMD Radeon Graphics/ Iron Grey), 82C700JCIH  ",3.5,16,"₹29,990",https://m.media-amazon.com/images/I/411oQKL9dUS._AC_UY218_.jpg,https://www.amazon.in/Lenovo-15-6-inch-Integrated-Graphics-82C700JCIH/dp/B0972R7ZK2/ref=sr_1_254?keywords=laptop&qid=1636205465&sr=8-254,https://www.amazon.in/Lenovo-15-6-inch-Integrated-Graphics-82C700JCIH/product-reviews/B0972R7ZK2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
155,B08P7M9Y59,Lenovo IdeaPad D330 Intel Celeron N4000 10.1 inches HD IPS 2-in-1 Touchscreen Detachable Business Laptop (4GB/128GB eMMC/Windows 10/Active Pen Stylus/Front +Rear Camera/HD Audio/Mineral Grey/1.14Kg)  ,3.8,147,"₹31,400",https://m.media-amazon.com/images/I/61+ZQMKTj0L._AC_UY218_.jpg,https://www.amazon.in/Lenovo-10-1-inch-Touchscreen-Detachable-81H3S01S00/dp/B08P7M9Y59/ref=sr_1_255?keywords=laptop&qid=1636205465&sr=8-255,https://www.amazon.in/Lenovo-10-1-inch-Touchscreen-Detachable-81H3S01S00/product-reviews/B08P7M9Y59/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2.9,12 8 1 6 15,10 21 11
156,B09CDGQ4GS,"ASUS Vivobook X509FA-BQ321T i3-10110U//8G/1T/TRANSPERANT SILVER/15.6"" FHD v_IPS/1Y International Warranty + McAfee//Finger Print/  ",5.0,1,"₹38,690",https://m.media-amazon.com/images/I/41+vkIxf6aL._AC_UY218_.jpg,https://www.amazon.in/ASUS-X509FA-BQ321T-i3-10110U-TRANSPERANT-International/dp/B09CDGQ4GS/ref=sr_1_256?keywords=laptop&qid=1636205465&sr=8-256,,,,
157,B09GT8LPPH,"Lenovo Yoga 6 AMD Ryzen 7 5700U 13.3"" (33.782cm) FHD IPS 2-in-1 Convertible Touchscreen Laptop (16GB/1TB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Abyss Blue/1.31Kg), 82ND004GIN  ",5.0,1,"₹93,900",https://m.media-amazon.com/images/I/61pgueNh74L._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Convertible-Touchscreen-Fingerprint-82ND004GIN/dp/B09GT8LPPH/ref=sr_1_257?keywords=laptop&qid=1636205465&sr=8-257,https://www.amazon.in/Lenovo-Convertible-Touchscreen-Fingerprint-82ND004GIN/product-reviews/B09GT8LPPH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
158,B098F4MWDG,"ASUS VivoBook Ultra 15 (2020), AMD Ryzen 7 4700U, 15.6-inch (39.62 cm) FHD, Thin and Light Laptop (8GB/1TB HDD + 256GB SSD/Office 2019/Windows 10/Integrated Graphics/Black/1.8 Kg), M513IA-BQ712TS  ",4.0,17,"₹62,990",https://m.media-amazon.com/images/I/612rSZsXxyL._AC_UY218_.jpg,https://www.amazon.in/ASUS-VivoBook-15-6-inch-Integrated-M513IA-BQ712TS/dp/B098F4MWDG/ref=sr_1_259?keywords=laptop&qid=1636205465&sr=8-259,https://www.amazon.in/ASUS-VivoBook-15-6-inch-Integrated-M513IA-BQ712TS/product-reviews/B098F4MWDG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
159,B08RXZCXH6,"Dell Vostro 3400 14"" (35.56 cms) FHD Anti Glare Display Laptop (11th Gen i5-1135G7 / 8GB / 1TB / Integrated Graphics / Win 10 + MS Office / Black/ 1.58Kg) D552154WIN9BE  ",3.3,159,"₹48,990",https://m.media-amazon.com/images/I/8147cwFm2PL._AC_UY218_.jpg,https://www.amazon.in/Dell-i5-1135G7-Integrated-Graphics-D552154WIN9BE/dp/B08RXZCXH6/ref=sr_1_260?keywords=laptop&qid=1636205468&sr=8-260,https://www.amazon.in/Dell-i5-1135G7-Integrated-Graphics-D552154WIN9BE/product-reviews/B08RXZCXH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2.19,7 7 7 26,3 17 27
160,B09F3Q93T1,"Dell 14 (2021) i5-1155G7 2in1 Touch Screen Laptop, 8GB, 512GB SSD, NVIDIA MX 350 2GB, Win 10 + MSO, 14.0"" (35.56 cms) FHD, Backlit KB, FPR + Active Pen, Platinum Silver (Inspiron 5410, D560595WIN9S)  ",3.7,3,"₹75,990",https://m.media-amazon.com/images/I/618nCW+Qk+S._AC_UY218_.jpg,https://www.amazon.in/Dell-i5-1155G7-Platinum-5410-D560595WIN9S/dp/B09F3Q93T1/ref=sr_1_261?keywords=laptop&qid=1636205468&sr=8-261,https://www.amazon.in/Dell-i5-1155G7-Platinum-5410-D560595WIN9S/product-reviews/B09F3Q93T1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
161,B0928TPR8H,"HP 14 Ryzen 5 5500U 14-inch(35.6 cm) FHD Laptop with Alexa Built-in(8GB/512GB SSD/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-fq1030AU  ",4.3,503,"₹53,500",https://m.media-amazon.com/images/I/712lajO8VaL._AC_UY218_.jpg,https://www.amazon.in/HP-14-inch-Windows-Natural-14s-fq1030AU/dp/B0928TPR8H/ref=sr_1_262?keywords=laptop&qid=1636205468&sr=8-262,https://www.amazon.in/HP-14-inch-Windows-Natural-14s-fq1030AU/product-reviews/B0928TPR8H/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.05,95 41 9 4 23,19 137 16
162,B08CXSLPTZ,"Lenovo V14 RYZEN 3 14"" HD Laptop(4GB/1TB/DOS/1.85Kg, 82C6000KIH), Iron Grey  ",3.4,47,"₹30,990",https://m.media-amazon.com/images/I/51ZE3adhGVL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-V14-14-inch-Laptop-82C6000KIH/dp/B08CXSLPTZ/ref=sr_1_263?keywords=laptop&qid=1636205468&sr=8-263,https://www.amazon.in/Lenovo-V14-14-inch-Laptop-82C6000KIH/product-reviews/B08CXSLPTZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.2,8 4 8,3 11 6
163,B091FH823X,"HP Pavilion Gaming 10th Gen Intel Core i5 Processor 15.6-inch FHD Gaming Laptop (16GB/512GB SSD + 32GB Intel Optane/144 Hz/Win10/NVIDIA GTX 1650 4GB/Shadow Black), 15-dk1146TX  ",4.0,24,"₹66,490",https://m.media-amazon.com/images/I/71X15bNTv4L._AC_UY218_.jpg,https://www.amazon.in/HP-Pavilion-Processor-15-6-inch-15-dk1146TX/dp/B091FH823X/ref=sr_1_272?keywords=laptop&qid=1636205468&sr=8-272,https://www.amazon.in/HP-Pavilion-Processor-15-6-inch-15-dk1146TX/product-reviews/B091FH823X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.62,4 4 3 2,4 8 1
164,B08P3LX5BQ,"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 15.6""(39.62cms) FHD IPS T&L Laptop (8GB/1TB HDD+256GB SSD/Windows10/Office 2019/Fingerprint Reader/Graphite Grey/Aluminium Surface/1.66Kg)82FG00BQIN  ",4.3,320,"₹69,900",https://m.media-amazon.com/images/I/61WNxdAeAoL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Windows10-Fingerprint-Aluminium-82FG00BQIN/dp/B08P3LX5BQ/ref=sr_1_273?keywords=laptop&qid=1636205468&sr=8-273,https://www.amazon.in/Lenovo-Windows10-Fingerprint-Aluminium-82FG00BQIN/product-reviews/B08P3LX5BQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.93,45 11 3 1 15,10 51 14
165,B079JBV68W,"Dell Latitude E7470 Ultrabook, 14inch QHD Touchscreen (Intel Core i5-6300U, 8 GB DDR4, 256 GB SSD) Windows 10 Pro (Renewed)  ",3.9,22,"₹44,500",https://m.media-amazon.com/images/I/71uDB08nJHS._AC_UY218_.jpg,https://www.amazon.in/Dell-Latitude-Ultrabook-Touchscreen-i5-6300U/dp/B079JBV68W/ref=sr_1_275?keywords=laptop&qid=1636205468&sr=8-275,,,,
166,B08JLR7LPQ,"Lenovo Legion 5 AMD Ryzen 5 4600H 15.6 inch (39.62 cms) Full HD IPS Gaming Laptop (8GB/1TB HDD + 256GB SSD/Windows 10/120 Hz/NVIDIA GTX 1650 4GB GDDR6 Graphics/Phantom Black/2.3Kg), 82B500MMIN  ",4.5,875,"₹63,990",https://m.media-amazon.com/images/I/61ItfhQmaFL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Windows-Graphics-Phantom-82B500MMIN/dp/B08JLR7LPQ/ref=sr_1_277?keywords=laptop&qid=1636205473&sr=8-277,https://www.amazon.in/Lenovo-Windows-Graphics-Phantom-82B500MMIN/product-reviews/B08JLR7LPQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.37,170 46 11 7 17,24 208 19
167,B096W2249V,"ASUS VivoBook Ultra K15 (2021), 15.6-inch (39.62 cms) FHD AMD Ryzen 7 5700U, Thin and Light Laptop (8GB/1TB HDD + 256GB SSD/Office 2019/Windows 10/Integrated Graphics/Silver/1.8 kg), KM513UA-BQ713TS  ",4.2,8,"₹72,990",https://m.media-amazon.com/images/I/81psDCLfwOL._AC_UY218_.jpg,https://www.amazon.in/ASUS-VivoBook-15-6-inch-Integrated-KM513UA-BQ713TS/dp/B096W2249V/ref=sr_1_278?keywords=laptop&qid=1636205473&sr=8-278,https://www.amazon.in/ASUS-VivoBook-15-6-inch-Integrated-KM513UA-BQ713TS/product-reviews/B096W2249V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
168,B088CDKJ7V,"Acer Aspire 3 A315-23 39.62 cm (15.6-inch) Laptop (AMD Ryzen 5-3500U/8GB/512GB SSD/Window 10, Home, 64Bit/AMD Radeon Vega 8 Mobile Graphics), Silver  ",4.1,287,"₹44,990",https://m.media-amazon.com/images/I/610oaBCr+XL._AC_UY218_.jpg,https://www.amazon.in/Acer-A315-23-15-6-inch-5-3500U-Graphics/dp/B088CDKJ7V/ref=sr_1_279?keywords=laptop&qid=1636205473&sr=8-279,https://www.amazon.in/Acer-A315-23-15-6-inch-5-3500U-Graphics/product-reviews/B088CDKJ7V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.87,51 50 14 5 15,9 99 27
169,B09839P9XB,"HP Pavilion 13(2021) 11th Gen Intel Core i7 Laptop, 16GB RAM, 1TB SSD, 13.3-inch(33.8 cm) FHD Screen, Win 10, MS Office, Ceramic White, 1.24 Kg (13-bb0078TU)  ",4.5,12,"₹91,300",https://m.media-amazon.com/images/I/71PwU27MbUL._AC_UY218_.jpg,https://www.amazon.in/HP-Pavilion-13-3-inch-Ceramic-13-bb0078TU/dp/B09839P9XB/ref=sr_1_280?keywords=laptop&qid=1636205473&sr=8-280,https://www.amazon.in/HP-Pavilion-13-3-inch-Ceramic-13-bb0078TU/product-reviews/B09839P9XB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
170,B097TY6PTN,"Lenovo Legion 5 10th Gen Intel Core i7-10750H 15.6"" (39.63cm) FHD IPS Gaming Laptop (16GB/512GB SSD/Windows 10/NVIDIA GTX 1650 4GB/120Hz Refresh Display/Phantom Black/2.3Kg), 82AU00PNIN  ",4.0,24,"₹81,990",https://m.media-amazon.com/images/I/61p3lA4N3uL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-i7-10750H-39-63cm-Windows-82AU00PNIN/dp/B097TY6PTN/ref=sr_1_281?keywords=laptop&qid=1636205473&sr=8-281,https://www.amazon.in/Lenovo-i7-10750H-39-63cm-Windows-82AU00PNIN/product-reviews/B097TY6PTN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
171,B09DMYZW5Q,"Lenovo Legion 5 11th Gen Intel Core i7 15.6""(39.62cm) FHD IPS Gaming Laptop (16GB/512GB SSD/NVIDIA RTX 3050 4GB/120Hz Refresh Rate/Windows 10/MS Office/Backlit Keyboard/Phantom Blue/2.4Kg), 82JK007WIN  ",4.4,165,"₹1,04,990",https://m.media-amazon.com/images/I/61Er61SxBhL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-39-62cm-Refresh-Keyboard-82JK007WIN/dp/B09DMYZW5Q/ref=sr_1_282?keywords=laptop&qid=1636205473&sr=8-282,https://www.amazon.in/Lenovo-39-62cm-Refresh-Keyboard-82JK007WIN/product-reviews/B09DMYZW5Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.0,28 15 6 2 6,9 39 9
172,B095SBXKLW,"Dell 15 (2021) i5-10200H Gaming Laptop, 16Gb RAM, 512Gb SSD, 15.6” (39.62 cms) FHD 120Hz 250 nits Display, NVIDIA GTX 1650 4GB Graphics, Win 10 + MSO, Ascent Solid Color (G15 5510, D560473WIN9B)  ",4.5,29,"₹75,388",https://m.media-amazon.com/images/I/61BE1LBx0kS._AC_UY218_.jpg,https://www.amazon.in/Dell-i5-10200H-G15-5510-D560473WIN9B/dp/B095SBXKLW/ref=sr_1_285?keywords=laptop&qid=1636205473&sr=8-285,https://www.amazon.in/Dell-i5-10200H-G15-5510-D560473WIN9B/product-reviews/B095SBXKLW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.92,5 5 2,9 3
173,B08MB4PXCW,"Dell Inspiron 3501 139.62 cm (5.6-inch) FHD Laptop (10th Gen Core i3/8GB/1TB HDD/Windows 10 + MS Office 2019/Intel HD Graphics/1.83 kg), Silver  ",3.6,114,"₹44,100",https://m.media-amazon.com/images/I/51CYuZNUcoL._AC_UY218_.jpg,https://www.amazon.in/Dell-Inspiron-15-6-inch-Laptop-Graphics/dp/B08MB4PXCW/ref=sr_1_287?keywords=laptop&qid=1636205473&sr=8-287,https://www.amazon.in/Dell-Inspiron-15-6-inch-Laptop-Graphics/product-reviews/B08MB4PXCW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2.86,8 2 7 2 10,7 14 8
174,B09GB3T73N,"Lenovo ThinkPad E15 Intel Core i3 11th Gen 15.6"" FHD Thin and Light Laptop (4GB RAM/256GB SSD/Windows 10 Home/FPR/Black/Black/1.7 kg), 20TDS0DX00  ",4.0,69,"₹43,010",https://m.media-amazon.com/images/I/61gMKYj-PVL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-ThinkPad-Laptop-Windows-20TDS0DX00/dp/B09GB3T73N/ref=sr_1_288?keywords=laptop&qid=1636205473&sr=8-288,https://www.amazon.in/Lenovo-ThinkPad-Laptop-Windows-20TDS0DX00/product-reviews/B09GB3T73N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.81,17 2 1 7,4 21 2
175,B08HJJKDSH,"Lenovo V15 R5 15.6 inches FHD Laptop (8GB/1TB HDD/Win 10/Iron Grey/1.85Kg), 82C7003PIH  ",3.5,248,"₹44,495",https://m.media-amazon.com/images/I/61U0JQ6HnHL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-V15-Windows-Graphics-82C7003PIH/dp/B08HJJKDSH/ref=sr_1_291?keywords=laptop&qid=1636205473&sr=8-291,https://www.amazon.in/Lenovo-V15-Windows-Graphics-82C7003PIH/product-reviews/B08HJJKDSH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2.85,16 17 7 4 28,5 41 26
176,B08G5M5WTG,"Lenovo IdeaPad Slim 3 AMD 3020e 15.6 inches HD Thin & Light Business Laptop (4GB/1TB HDD/Windows 10/Radeon Graphics/Platinum Grey/1.85Kg), 81W100HHIN  ",3.4,64,"₹44,495",https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Ideapad-Laptop-Windows-81W100HHIN/dp/B08G5M5WTG/ref=sr_1_292?keywords=laptop&qid=1636205473&sr=8-292,https://www.amazon.in/Lenovo-Ideapad-Laptop-Windows-81W100HHIN/product-reviews/B08G5M5WTG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,1.71,1 2 11,4 3 7
177,B09FHRD42L,"Lenovo Legion 5 AMD Ryzen 5 5600H 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB Nvidia GTX 1650 Graphics/Windows 10/120Hz Refresh Rate/Backlit Keyboard/Phantom Blue/2.4Kg), 82JW00CMIN  ",3.8,7,"₹73,490",https://m.media-amazon.com/images/I/61Er61SxBhL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-39-62cm-Graphics-Keyboard-82JW00CMIN/dp/B09FHRD42L/ref=sr_1_293?keywords=laptop&qid=1636205475&sr=8-293,https://www.amazon.in/Lenovo-39-62cm-Graphics-Keyboard-82JW00CMIN/product-reviews/B09FHRD42L/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
178,B09GB2N7M7,"Lenovo ThinkBook 13s Intel 11th Gen Core i5 13.3""(33.78 cm) WQXGA IPS 300 nits 100% sRGB Dolby Vision Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office/FPR/Mineral Grey/1.26 Kg), 20V9A05EIH  ",4.3,424,"₹65,990",https://m.media-amazon.com/images/I/61WfIWZQMWL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-ThinkBook-Windows-Mineral-20V9A05EIH/dp/B09GB2N7M7/ref=sr_1_294?keywords=laptop&qid=1636205475&sr=8-294,https://www.amazon.in/Lenovo-ThinkBook-Windows-Mineral-20V9A05EIH/product-reviews/B09GB2N7M7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.75,73 38 10 8 29,13 125 20
179,B09HMZHKQF,"( Renewed ) Dell Latitude 6520 Core i5 2nd Gen | 4Gb Ram | 320 Gb Hdd | 15.6"" True View Led Screen| Numeric Keypad | Wifi | Webcam & Mic | Windows 10 | Charger ( 6 Months Onsite Warranty )  ",2.0,1,"₹23,999",https://m.media-amazon.com/images/I/413qltn7ZUL._AC_UY218_.jpg,https://www.amazon.in/Renewed-Dell-Latitude-6520-Warranty/dp/B09HMZHKQF/ref=sr_1_295?keywords=laptop&qid=1636205475&sr=8-295,https://www.amazon.in/Renewed-Dell-Latitude-6520-Warranty/product-reviews/B09HMZHKQF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
